GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43
8600000US10152,10152,ZCTA5 10152,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10153,10153,ZCTA5 10153,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10154,10154,ZCTA5 10154,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10162,10162,ZCTA5 10162,1608,437,817,304,791,234,39.6,8.4,42.9,11,38.7,6.7,103.3,40.6,(X),(X),(X),(X),75.7,26.2,(X),(X),(X),(X),28.5,15.7,(X),(X),(X),(X),47.2,20.2,(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X),0,(X),(X),(X),(X),(X)
8600000US10165,10165,ZCTA5 10165,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10167,10167,ZCTA5 10167,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10168,10168,ZCTA5 10168,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10169,10169,ZCTA5 10169,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10170,10170,ZCTA5 10170,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10171,10171,ZCTA5 10171,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10172,10172,ZCTA5 10172,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10173,10173,ZCTA5 10173,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10174,10174,ZCTA5 10174,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10177,10177,ZCTA5 10177,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10199,10199,ZCTA5 10199,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10271,10271,ZCTA5 10271,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10278,10278,ZCTA5 10278,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10279,10279,ZCTA5 10279,0,89,0,89,0,89,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,**,(X),(X),(X),(X),-,(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X)
8600000US10280,10280,ZCTA5 10280,7741,899,3487,554,4254,690,37.5,2.3,38.5,2.5,36,3.8,82,18.6,(X),(X),(X),(X),27,6.4,(X),(X),(X),(X),7.1,3.3,(X),(X),(X),(X),20,5.2,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
8600000US10282,10282,ZCTA5 10282,5027,991,2772,770,2255,335,34.1,1.5,31.9,1.7,35.3,0.7,122.9,28.8,(X),(X),(X),(X),58.8,11.6,(X),(X),(X),(X),9.8,5.6,(X),(X),(X),(X),49,11.6,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),2.2,(X),(X),(X),(X),(X)
8600000US10301,10301,ZCTA5 10301,39367,1741,19139,1090,20228,1010,34,1.5,32.5,1.6,35.4,1.6,94.6,5.7,(X),(X),(X),(X),51.7,3.7,(X),(X),(X),(X),18.1,1.9,(X),(X),(X),(X),33.6,3.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
8600000US10302,10302,ZCTA5 10302,17128,1190,8475,725,8653,678,32.9,1.7,31.6,2,34.5,3.4,97.9,8.5,(X),(X),(X),(X),60.8,4.5,(X),(X),(X),(X),16.2,2.5,(X),(X),(X),(X),44.6,3.9,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),2.1,(X),(X),(X),(X),(X)
8600000US10303,10303,ZCTA5 10303,26274,1298,12423,851,13851,724,31.1,1.5,28.6,2.6,33.5,2.1,89.7,6.3,(X),(X),(X),(X),57.3,4.2,(X),(X),(X),(X),12.2,1.5,(X),(X),(X),(X),45.1,4,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
8600000US10304,10304,ZCTA5 10304,40934,2003,19286,1206,21648,1113,35.9,1.5,33.9,1.8,37.8,2,89.1,5.2,(X),(X),(X),(X),57.9,4.2,(X),(X),(X),(X),19.6,1.9,(X),(X),(X),(X),38.3,3.8,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),2.6,(X),(X),(X),(X),(X)
8600000US10305,10305,ZCTA5 10305,40085,1481,19542,987,20543,818,39.6,1.3,38.6,1.6,41,2.1,95.1,5,(X),(X),(X),(X),53.4,3.1,(X),(X),(X),(X),22,2,(X),(X),(X),(X),31.3,2.4,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10306,10306,ZCTA5 10306,55710,1506,26807,1052,28903,840,40.5,0.7,38.7,1.5,43.1,1.5,92.7,3.9,(X),(X),(X),(X),57.8,2.6,(X),(X),(X),(X),22.6,1.6,(X),(X),(X),(X),35.2,2,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
8600000US10307,10307,ZCTA5 10307,14363,769,7182,387,7181,594,37.1,1.7,37.7,2.6,36.8,2.3,100,9.1,(X),(X),(X),(X),61.5,5.5,(X),(X),(X),(X),14.5,2.9,(X),(X),(X),(X),47,4.6,(X),(X),(X),(X),0,(X),(X),(X),(X),(X),1.6,(X),(X),(X),(X),(X)
