GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18
8600000US10011,10011,ZCTA5 10011,29668,687,7806,540,5950,524,21862,706,101515,2204,175244,24888,217898,21515,87225,4769,194313,12868,314662,33687,N,N,148291,10932,20.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10012,10012,ZCTA5 10012,12847,442,3402,318,2687,266,9445,568,77853,7036,122151,19411,144336,27148,70471,6025,129850,9521,187274,24930,N,N,108473,9121,24.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10013,10013,ZCTA5 10013,10690,483,5236,487,4196,420,5454,465,68790,8565,100742,25535,131979,33778,51747,11860,184529,17435,256977,34508,N,N,113893,17119,28.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10014,10014,ZCTA5 10014,18496,579,4624,422,3829,368,13872,628,105144,7145,184227,24411,201464,30018,86574,5402,169691,10545,281997,28331,N,N,131597,9502,19.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10016,10016,ZCTA5 10016,28711,683,8054,670,6392,547,20657,762,101979,4073,152500,12356,195045,19121,86504,4953,155302,7470,245952,20991,N,N,119502,6505,23,(X),(X),(X),(X),(X),(X),(X)
8600000US10017,10017,ZCTA5 10017,10111,497,2621,290,2214,269,7490,482,108250,6747,164671,38146,181354,37105,88457,10723,166033,15687,243640,33793,N,N,138145,16775,22.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10018,10018,ZCTA5 10018,3102,266,707,120,466,115,2395,267,87813,13610,94659,45244,165417,49882,87379,15007,125824,13767,157796,39194,N,N,116122,13857,22.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10019,10019,ZCTA5 10019,24056,793,6457,506,4942,478,17599,868,80519,6561,122066,21229,170708,22333,68398,6201,134048,8704,191433,21753,N,N,112027,7495,26.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10020,10020,ZCTA5 10020,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10021,10021,ZCTA5 10021,23377,961,8958,633,7733,574,14419,882,106236,7929,200595,29820,218931,12380,71877,5188,203047,15242,328242,33509,N,N,124680,12620,28,(X),(X),(X),(X),(X),(X),(X)
8600000US10022,10022,ZCTA5 10022,17504,645,6098,463,5445,443,11406,699,106888,7306,234524,38390,"250,000+",***,79920,6373,202981,15081,340041,30977,N,N,128586,13289,24.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10023,10023,ZCTA5 10023,32610,956,11839,619,9777,593,20771,948,105311,5150,177813,24402,206268,20153,81560,6735,182002,9905,287315,22466,N,N,121259,8454,21.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10024,10024,ZCTA5 10024,29381,721,12746,660,10543,627,16635,740,110091,5604,179330,18699,206909,13544,76642,4549,199262,11271,296142,23597,N,N,123867,9527,20.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10025,10025,ZCTA5 10025,43571,813,18170,907,12481,811,25401,1050,68463,4161,109016,8008,151177,10579,51807,3028,118312,6414,167419,11236,N,N,82461,5567,23.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10026,10026,ZCTA5 10026,14112,471,7299,433,3036,337,6813,479,42058,3040,45795,5785,92049,13771,36413,6711,67351,4548,78193,6940,N,N,53123,5464,32.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10027,10027,ZCTA5 10027,23052,548,11563,600,4997,438,11489,673,35694,2558,40909,3805,88289,10523,31351,2282,63216,3501,73434,4089,120947,9723,51719,6063,33.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10028,10028,ZCTA5 10028,24739,768,9918,660,8813,641,14821,831,107976,6678,195198,17438,209375,22115,81402,4464,197348,13170,325708,29786,N,N,111349,7466,24.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10029,10029,ZCTA5 10029,29165,469,16979,620,6228,546,12186,615,31254,1526,33581,2392,51700,3120,24063,2574,58163,3661,63913,5586,N,N,48564,4583,41.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10030,10030,ZCTA5 10030,12272,505,5971,519,1812,336,6301,505,30674,2530,38853,4275,63963,7445,20993,4033,51924,5125,57595,8081,N,N,41797,5550,31.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10031,10031,ZCTA5 10031,20919,496,11366,602,4286,459,9553,605,36495,2470,38622,2408,47421,7066,30546,4714,57178,4772,65109,8212,N,N,45071,3562,31.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10032,10032,ZCTA5 10032,20079,491,10928,603,3913,481,9151,626,36095,2424,41155,2611,63105,9443,24887,4145,49436,2400,53854,3289,N,N,39910,3280,35.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10033,10033,ZCTA5 10033,19400,414,11313,639,5452,547,8087,568,41352,3264,44183,5050,62523,7009,31002,4412,63000,3689,68572,5002,93410,8435,50383,4027,37,(X),(X),(X),(X),(X),(X),(X)
8600000US10034,10034,ZCTA5 10034,15058,278,8683,459,4197,338,6375,423,43049,2640,39921,4634,55417,9235,43312,5496,57328,3091,55846,4290,N,N,54808,4955,31.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10035,10035,ZCTA5 10035,12339,400,6643,448,2222,296,5696,419,26214,2351,31163,4646,52152,11182,17072,2393,46939,3692,50629,5708,N,N,40094,4678,36.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10036,10036,ZCTA5 10036,13908,461,2979,377,2065,327,10929,495,64013,5276,88550,15072,105250,15911,58118,6234,102783,8084,130913,15158,N,N,94275,8827,19.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10037,10037,ZCTA5 10037,8407,303,3315,319,1121,264,5092,340,39897,5621,47580,6463,88341,14829,33631,3373,52688,4106,62860,7907,N,N,45441,5313,31.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10038,10038,ZCTA5 10038,8875,323,3955,360,2745,323,4920,368,65934,5696,67209,9524,91641,33498,61828,10511,124440,16133,131670,17910,N,N,118222,24357,30.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10039,10039,ZCTA5 10039,10063,397,5688,418,1928,319,4375,399,35710,2948,38317,2718,63135,15262,28368,4999,46987,2934,49075,4317,N,N,43012,4790,34.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10040,10040,ZCTA5 10040,15846,335,8831,463,3885,358,7015,462,40385,3023,40752,4566,71975,8070,36584,3470,58547,3518,63405,5121,N,N,48937,4166,36,(X),(X),(X),(X),(X),(X),(X)
8600000US10044,10044,ZCTA5 10044,4231,251,2368,292,1622,269,1863,304,75325,11779,102889,15442,130594,17468,56993,12603,105174,11885,129251,15456,N,N,74158,15880,19.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10065,10065,ZCTA5 10065,18066,655,6904,541,6314,508,11162,650,109960,11982,208036,21636,217393,14003,77197,5645,197990,13272,324150,27894,N,N,119628,11367,27.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10069,10069,ZCTA5 10069,2828,440,1359,356,1201,324,1469,334,186569,36953,233886,21293,245086,23588,123795,58706,245023,34457,316485,50330,N,N,178806,50573,15.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10075,10075,ZCTA5 10075,13599,762,5108,486,4580,447,8491,662,100206,7508,205272,29722,216389,34687,73716,5438,187981,15775,305355,34494,N,N,117332,15155,24.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10103,10103,ZCTA5 10103,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10110,10110,ZCTA5 10110,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10111,10111,ZCTA5 10111,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10112,10112,ZCTA5 10112,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10115,10115,ZCTA5 10115,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10119,10119,ZCTA5 10119,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10128,10128,ZCTA5 10128,31579,740,13002,724,10601,737,18577,816,96974,5207,162447,12512,197101,11079,69574,4073,169624,8827,271997,19143,N,N,97383,6770,24.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10152,10152,ZCTA5 10152,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10153,10153,ZCTA5 10153,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10154,10154,ZCTA5 10154,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10162,10162,ZCTA5 10162,775,222,369,156,247,128,406,215,165917,81898,183356,71571,245028,149390,124145,136864,203863,45600,254650,75324,N,N,138805,48951,34.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10165,10165,ZCTA5 10165,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10167,10167,ZCTA5 10167,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10168,10168,ZCTA5 10168,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10169,10169,ZCTA5 10169,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10170,10170,ZCTA5 10170,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10171,10171,ZCTA5 10171,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10172,10172,ZCTA5 10172,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10173,10173,ZCTA5 10173,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10174,10174,ZCTA5 10174,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10177,10177,ZCTA5 10177,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10199,10199,ZCTA5 10199,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10271,10271,ZCTA5 10271,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10278,10278,ZCTA5 10278,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10279,10279,ZCTA5 10279,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10280,10280,ZCTA5 10280,3847,354,1822,347,1573,326,2025,327,125830,11961,170205,35091,175417,50563,105368,21161,162567,16495,203092,24156,N,N,126105,19324,15.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10282,10282,ZCTA5 10282,2278,258,1429,254,1271,262,849,193,233409,31582,"250,000+",***,"250,000+",***,112690,92675,303386,44395,340367,53282,N,N,231427,81002,18.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10301,10301,ZCTA5 10301,14221,442,8513,398,5197,318,5708,440,54792,3354,65849,7927,89175,5309,39341,4053,74235,4159,89125,6529,N,N,50377,3755,44.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10302,10302,ZCTA5 10302,5719,288,4117,297,2695,311,1602,236,56883,7509,67213,9068,85979,6963,22126,4734,68074,5344,78648,6388,N,N,37088,6728,42.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10303,10303,ZCTA5 10303,8180,299,6446,329,3408,331,1734,241,50137,4945,60410,7125,85292,5060,25130,5884,68779,4643,75517,5823,N,N,32024,4715,52.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10304,10304,ZCTA5 10304,14432,489,10203,430,6666,436,4229,367,51852,5183,60463,5793,74706,11008,35347,4611,71285,3947,80032,5516,N,N,46655,4697,33.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10305,10305,ZCTA5 10305,14799,388,10467,553,7878,522,4332,458,66478,3878,78813,8181,90854,5692,34370,4635,81486,3684,92089,4641,N,N,52516,6390,36.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10306,10306,ZCTA5 10306,20365,447,14921,540,11713,562,5444,448,77720,3902,92114,3081,101723,5913,39418,8370,93396,3511,106392,4259,N,N,54722,5406,40.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10307,10307,ZCTA5 10307,4814,223,3975,249,3255,261,839,170,86011,5922,101442,13333,106769,7498,35133,15685,112478,12694,125126,15461,N,N,49130,9486,45.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10308,10308,ZCTA5 10308,10195,380,8004,402,6437,470,2191,297,90196,4912,95602,6617,108370,8726,37803,10037,104753,5958,115691,7175,N,N,58248,7461,41,(X),(X),(X),(X),(X),(X),(X)
8600000US10309,10309,ZCTA5 10309,10433,303,8390,395,6906,396,2043,351,86759,3623,94948,10946,108792,9786,56008,14174,104918,5905,113690,6909,N,N,64383,7704,41.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10310,10310,ZCTA5 10310,8498,263,6298,285,4015,282,2200,260,62457,6662,78966,6546,106420,7779,29813,5165,82068,5557,92411,6977,N,N,44282,5027,36.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10311,10311,ZCTA5 10311,0,12,0,12,0,12,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X)
8600000US10312,10312,ZCTA5 10312,21306,418,16813,514,14120,536,4493,447,87426,3800,98834,3734,104413,4084,43601,9421,102923,3837,114499,4454,N,N,56978,6324,42,(X),(X),(X),(X),(X),(X),(X)
8600000US10314,10314,ZCTA5 10314,30713,553,23635,646,18514,592,7078,575,79820,3180,91470,3241,97400,3001,41077,3113,92505,2529,102658,2925,N,N,52244,4311,42.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10451,10451,ZCTA5 10451,17178,352,10124,474,2888,312,7054,428,26541,2460,30139,2517,45900,5173,18630,2518,35766,1461,38360,2016,N,N,30006,2082,30.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10452,10452,ZCTA5 10452,24638,311,16820,518,5670,408,7818,540,26636,1497,29097,2428,40816,4731,17500,2096,35637,1619,37100,1988,N,N,27521,2544,26.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10453,10453,ZCTA5 10453,25142,495,17478,495,5560,441,7664,429,26120,1471,28085,1486,45690,3573,16911,2035,35931,1487,37217,1864,N,N,27135,1865,31.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10454,10454,ZCTA5 10454,12392,261,8429,367,2463,258,3963,343,19271,1505,22271,2017,36610,3891,11457,871,31125,2417,33734,3284,N,N,21262,2626,28.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10455,10455,ZCTA5 10455,12803,367,8427,393,2340,324,4376,374,21379,2395,26843,2631,42995,7022,12803,1401,31243,1984,35210,2527,N,N,20405,1874,27.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10456,10456,ZCTA5 10456,28200,435,19511,609,5741,555,8689,570,22604,1693,26729,1997,46501,3576,13867,1339,33917,1528,36418,1793,53619,4214,24273,2662,32.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10457,10457,ZCTA5 10457,22066,444,14858,549,4555,432,7208,564,24445,1639,26520,1651,44649,4173,15481,2147,36126,2276,37197,1756,54472,3431,29108,6900,29.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10458,10458,ZCTA5 10458,25305,431,15991,587,5635,515,9314,536,24478,1516,27309,2488,44577,3801,17116,1653,37398,1917,40112,2693,57325,5559,29651,2508,21.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10459,10459,ZCTA5 10459,15382,328,10586,428,2941,325,4796,368,21913,1225,25192,1511,42298,6239,10901,1137,33917,2314,36548,3114,N,N,21809,2233,29.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10460,10460,ZCTA5 10460,19359,397,13127,520,3901,439,6232,423,22625,1866,27044,1903,49281,6804,13061,1506,33547,1865,36702,2149,57845,4214,23066,2609,32.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10461,10461,ZCTA5 10461,19421,489,11737,542,7322,468,7684,521,50329,2492,63586,4006,77279,6834,33841,3296,64578,2642,74641,4004,86441,4152,44501,3229,49.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10462,10462,ZCTA5 10462,28498,408,17911,579,9204,530,10587,570,46001,2243,49843,2641,67018,3846,37476,5108,54058,1672,59669,2269,75637,3778,41374,2403,32.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10463,10463,ZCTA5 10463,27386,482,16459,554,9220,577,10927,546,53282,2599,60619,3299,85876,7352,40286,3254,73920,2821,85703,4078,N,N,53816,2830,25,(X),(X),(X),(X),(X),(X),(X)
8600000US10464,10464,ZCTA5 10464,2033,152,954,166,712,163,1079,193,61063,8479,100000,42221,106700,33249,40134,20257,75880,9401,101400,13486,N,N,51337,10867,25.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10465,10465,ZCTA5 10465,15800,411,10747,531,6730,485,5053,536,63352,5888,77683,8239,98167,7000,37471,7150,77110,3299,88847,3933,N,N,47762,4273,36.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10466,10466,ZCTA5 10466,22682,506,16299,609,6563,439,6383,531,44038,3517,51225,2586,75263,4215,27019,3254,55708,2155,61322,2541,81014,4890,37061,3100,27.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10467,10467,ZCTA5 10467,34577,457,21902,635,8862,552,12675,608,35358,1412,39414,2247,55096,3545,24754,3457,46394,1751,51038,2422,68984,4920,34487,2034,41.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10468,10468,ZCTA5 10468,24363,473,16492,481,6164,525,7871,475,32985,2215,35582,2073,51221,3855,26768,3141,43404,1862,45121,2086,N,N,35676,2871,40,(X),(X),(X),(X),(X),(X),(X)
8600000US10469,10469,ZCTA5 10469,22144,459,16016,558,8746,507,6128,436,55724,2995,66138,3806,81461,5635,31216,3732,69050,2650,77933,3477,94796,5181,40083,3439,54.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10470,10470,ZCTA5 10470,5892,248,3450,276,1983,230,2442,263,56058,6656,72692,16894,92620,6216,48089,7488,68874,4243,79130,6274,N,N,51462,4622,42.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10471,10471,ZCTA5 10471,8758,359,4337,308,3293,263,4421,384,71286,6023,105298,13185,123655,5285,50238,4641,108766,10682,149935,17044,N,N,66215,9370,21.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10472,10472,ZCTA5 10472,20987,407,14833,513,5788,442,6154,404,31594,1826,33757,3165,51804,2528,17637,1766,45090,1905,47429,2400,64268,3832,29880,2722,41.6,(X),(X),(X),(X),(X),(X),(X)
8600000US10473,10473,ZCTA5 10473,20297,361,14066,580,5055,442,6231,515,37616,2741,45968,2683,77846,7169,21759,2565,54193,2666,60864,3575,91867,8114,32737,2772,33.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10474,10474,ZCTA5 10474,3769,142,2750,176,945,169,1019,162,23297,3445,27622,3738,36138,5286,12486,2261,32872,2745,34918,3026,N,N,20353,3735,21.5,(X),(X),(X),(X),(X),(X),(X)
8600000US10475,10475,ZCTA5 10475,17575,337,9691,551,5042,538,7884,561,45460,3635,65260,5689,77051,9746,31906,2458,59204,4672,74527,5927,N,N,39074,4958,35.9,(X),(X),(X),(X),(X),(X),(X)
8600000US10501,10501,ZCTA5 10501,395,85,351,85,270,83,44,31,137188,55047,135938,64364,165577,17418,140625,133761,161319,39621,162745,43012,N,N,149948,77064,38,(X),(X),(X),(X),(X),(X),(X)
8600000US10502,10502,ZCTA5 10502,1794,102,1442,82,1301,88,352,77,155365,17504,170256,11631,173973,11380,35000,13972,181230,17343,203611,19817,N,N,88745,44999,26,(X),(X),(X),(X),(X),(X),(X)
8600000US10503,10503,ZCTA5 10503,123,53,110,60,110,60,13,22,214327,95935,235469,77823,235469,77935,-,**,200889,81005,218418,66515,N,N,N,N,0,(X),(X),(X),(X),(X),(X),(X)
8600000US10504,10504,ZCTA5 10504,2440,128,2119,114,1871,127,321,93,178409,25048,191736,29713,226375,37503,58162,12548,320272,45461,346117,49754,N,N,130484,64352,26.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10505,10505,ZCTA5 10505,168,52,168,52,168,52,0,12,152500,53908,152500,53908,152500,53908,-,**,185120,34180,185120,34180,N,N,-,**,13.1,(X),(X),(X),(X),(X),(X),(X)
8600000US10506,10506,ZCTA5 10506,1819,158,1490,146,1338,138,329,102,173625,20643,208889,23478,218500,18706,55145,12353,277806,47062,322970,53846,N,N,71088,15157,27.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10507,10507,ZCTA5 10507,2002,148,1426,162,1031,160,576,162,69238,12232,82429,22025,93015,44207,41731,28823,154942,39801,182356,56273,N,N,83001,33412,24.3,(X),(X),(X),(X),(X),(X),(X)
8600000US10509,10509,ZCTA5 10509,7129,334,5288,263,4241,263,1841,250,94885,7921,108233,7547,124375,12478,46191,5275,118679,7912,135982,10060,N,N,57674,7448,30.7,(X),(X),(X),(X),(X),(X),(X)
8600000US10510,10510,ZCTA5 10510,3553,200,2771,176,2519,175,782,152,165469,21313,209063,15354,220673,28165,53088,10579,231432,20182,270745,22967,N,N,91578,25657,30,(X),(X),(X),(X),(X),(X),(X)
8600000US10511,10511,ZCTA5 10511,898,50,658,69,502,74,240,65,85368,10815,92622,12653,93171,8982,51250,31493,122329,28969,138529,40854,N,N,70674,23894,20.2,(X),(X),(X),(X),(X),(X),(X)
8600000US10512,10512,ZCTA5 10512,9219,358,6868,359,5896,346,2351,279,91456,4640,109306,4306,112500,3816,35380,8732,110152,5369,129228,6996,N,N,52032,5730,31.4,(X),(X),(X),(X),(X),(X),(X)
8600000US10514,10514,ZCTA5 10514,4067,199,3589,197,3326,221,478,143,213750,24274,234426,27127,247353,24554,97683,24244,302674,31625,322338,34777,N,N,145659,53830,24.8,(X),(X),(X),(X),(X),(X),(X)
8600000US10516,10516,ZCTA5 10516,2207,153,1414,121,1167,117,793,135,76719,7183,105000,23507,112292,12320,38850,16450,103912,9530,130489,14191,N,N,55488,9831,30,(X),(X),(X),(X),(X),(X),(X)
8600000US10517,10517,ZCTA5 10517,205,62,184,60,160,58,21,25,89028,6309,90000,7441,89907,7379,46641,1586,100188,19949,104450,19219,N,N,N,N,26.8,(X),(X),(X),(X),(X),(X),(X)
